,0
0,1269.8300104716327
1,-124.5564547572285
2,0.0
3,0.0
4,486.5573674887419
5,113.2655801679939
6,-477.572125981329
7,315.3669504902791
8,1311.9985812494997
9,-710.8910498521291
10,-417.8048305637203
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,-161.34314617956989
37,864.8193544514943
38,54.21390477963723
39,-2316.887496802956
40,-290.82504712441005
41,616.1839102422819
42,-114.62787398812361
43,229.32124694786035
44,-1315.0520266571548
45,1190.4047216894105
46,1958.684930605581
47,-2022.7670741302427
48,-290.6561820260249
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
