,0
0,1147710.8340359367
1,1143345.1614559789
2,1143191.667079765
3,1149188.8373996837
4,1150595.198908095
5,1147548.6509945027
6,1145876.1543224785
7,1147069.8890257115
8,1143552.5116436672
9,1145701.0839435048
10,1142160.6124298149
11,1125762.5602958153
12,1127856.2353950469
13,1139528.0512058157
14,1146263.5719496077
15,1148977.2290901039
16,1155719.3876462637
17,1162855.516890812
18,1164418.3816410145
19,1163220.2897775734
20,1164366.3018501978
21,1172192.5279190007
22,1177853.6170376295
23,1175533.697080421
24,1171383.0827603333
25,1173161.9973742364
26,1173472.5522785198
27,1178487.2540677346
28,1175510.198344123
29,1180538.7831875107
30,1182449.8738954323
31,1183870.5338481246
32,1183069.1408820937
33,1192579.2878445378
34,1187476.4317353806
35,1177780.5039601699
36,1176148.503341476
37,1176156.1992598074
38,1178011.2403370044
39,1171510.4988220907
40,1180408.6988481877
41,1172369.5445512026
42,1177245.2259945036
43,1179918.143185218
44,1181320.9405454886
45,1174070.6191539282
46,1180706.4432574017
47,1181122.6106103263
48,1180102.7544844274
49,1191828.6662006995
50,1190098.7276305323
51,1195676.5620435392
52,1196484.8301578008
53,1191376.3678923117
54,1199375.7768698912
55,1197628.5814451447
56,1192412.121753093
57,1189824.872111697
58,1215823.0157365713
59,1207589.0342502992
60,1218406.3281491245
61,1217179.358196502
62,1216330.112208954
