,0
0,1652.8354080761783
1,-1167.8824450424872
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,-841.3191261393949
15,-1412.583184418967
16,1585.6970345289446
17,2757.6715532937087
18,912.7853093945887
19,2572.669700952247
20,-3808.386411073385
21,-438.0290485774167
22,-967.559740165947
23,219.35846060723998
24,-595.8737614252605
25,-886.713377980981
26,356.6148692974821
27,1026.6823692806065
28,-668.8673946876079
29,0.0
30,0.0
31,0.0
32,944.2127430732362
33,834.1172928682063
34,4754.853130842326
35,3896.6604643554892
36,-6449.6863499342
37,-1761.1187337678857
38,-4768.893962746952
39,2547.3789990113582
40,3498.379712645663
41,-1263.6699772868305
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,720.3715921258554
51,-1066.764899821952
52,8783.84911678452
53,2269.703018141212
54,-621.4902312804479
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
