,0
0,1783.4650677255122
1,-220.7054707428906
2,0.0
3,0.0
4,630.5497458573664
5,482.96300223795697
6,-3103.3427196127595
7,533.2893253209768
8,857.9533092625206
9,-1135.0859949686565
10,-999.770570637309
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,-947.5392368756002
37,245.4285387187265
38,283.0632874723524
39,-7077.622586118639
40,-884.1163149204804
41,2048.3275372962235
42,-219.88434405694716
43,293.93183208664414
44,-1539.8926293575205
45,2907.2291576693533
46,5312.726192582515
47,-5155.283870462212
48,-994.0603432004573
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
