,0
0,911.4704314344563
1,-193.06160499015823
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,2594.6559945880435
15,4729.768474944634
16,-1981.6897955543827
17,1077.4135984596796
18,4138.912645332282
19,6454.74981367588
20,13664.648137368029
21,-4557.305896454025
22,39378.87428062642
23,13272.40577588207
24,-12264.977055551717
25,-19296.60407715477
26,-1292.9632976867724
27,1644.5080919677857
28,-144.33491311594844
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,232.8555025679525
51,-833.5810962703545
52,-3009.3831485765986
53,5052.510088947602
54,5835.040049873758
55,-9139.917978487676
56,-9710.811881643953
57,-1207.0741897949483
58,0.0
59,0.0
60,0.0
61,0.0
