,0
0,81.61894068319816
1,-663.0614016455365
2,4459.445658235694
3,-1300.0830720054219
4,482.5225687180646
5,-33.89550573728047
6,6616.925416985643
7,4695.637604468153
8,6813.429215694545
9,5360.1764391317265
10,6080.156370107201
11,-2462.0024858240504
12,-714.025286578224
13,10210.071905768244
14,-2108.720545041375
15,4145.234241805738
16,-2168.9897151351906
17,5898.055407111067
18,-330.09138777363114
19,16856.247555103968
20,-4019.0514776352793
21,-50.8281674683094
22,-2508.609548052773
23,-2270.689595107222
24,-4391.178685324034
25,527.5929262991995
26,-42.66194858425297
27,-363.84210534137674
28,-3468.4002647083253
29,5509.641347525176
30,919.0954666729085
31,-2955.7166991399135
32,-5085.583575493074
33,-13153.989504899248
34,-255.3973203317728
35,-386.3848145460943
36,-4980.79795554711
37,-5301.732377787004
38,8452.00167522463
39,-1878.5025266873417
40,6637.982844209764
41,-6587.855068167439
42,435.5252069468843
43,2400.445949692861
44,-2404.6153744872427
45,2336.896420630277
46,373.2016251657624
47,795.3397900300333
48,-664.3304794635624
49,-5243.086821882636
50,-8768.622440562816
51,9714.594836984528
52,-9007.348411906278
53,-3492.956233504694
54,13066.884639749187
55,-1835.006009346689
56,11915.950047628954
57,8025.440012301202
58,-2673.59479212563
59,1382.0217212487478
60,-815.6454502880806
61,-2868.4009693650296
