,0
0,-824.1730165416375
1,-7620.328176262556
2,-3006.124447396258
3,-2014.4609130476601
4,-2159.114283467643
5,20554.436000329093
6,3577.0978165942943
7,9120.420291554532
8,11663.429803269799
9,4079.2867510876385
10,9193.582575270091
11,311.1862913687946
12,-1595.5602527428418
13,-214.55709901440423
14,-8303.812471405254
15,5446.755551603739
16,4598.630514930235
17,6714.700788155431
18,1590.1103094341233
19,-1887.510282124509
20,11258.321790233022
21,3671.891290328582
22,3698.547220780165
23,-1050.5812266910216
24,-4123.889514585375
25,1032.172910050489
26,12235.327664835844
27,143.1175745743094
28,9448.054290988483
29,94.07638831040822
30,5874.981021893909
31,-9240.276552804979
32,4870.323227591114
33,4213.5702769469935
34,-3101.847689435119
35,2279.4041315016802
36,-3147.9879143105354
37,-1896.9909156674985
38,3807.3572348128073
39,-373.76927084103227
40,-9323.645947966259
41,-645.3404479986057
42,-5487.010380435269
43,9802.485934182303
44,3656.81447809143
45,523.0627224294003
46,2745.518479670165
47,-3621.135836964473
48,-827.772718610242
49,8202.278433826286
50,-3232.3752565118484
51,-209.75702497852035
52,-2933.5240133372135
53,-4353.942938213935
54,-2447.9406724967994
55,5383.032260635868
56,-2296.0688321536873
57,9751.475817993749
58,5726.1225150807295
59,1396.1155878675636
60,6020.1842769053765
61,-4244.921755137388
