,0
0,-867.3568574707024
1,-839.7540998910554
2,399.390132340719
3,1024.8628874891438
4,-789.7732157497667
5,6709.169158232515
6,-7263.935035463888
7,1336.6301680806791
8,-8768.685602642014
9,5747.1789331045
10,-7607.475822606939
11,-1291.5649561637547
12,-9824.768512555282
13,3993.59597310354
14,-342.2995155523531
15,8373.500321244821
16,6567.001932031475
17,-2627.661246664007
18,3273.194520278601
19,-9660.845675958204
20,-383.0559404621599
21,5110.18031865824
22,1819.6431955550797
23,10826.492157735396
24,-888.8083709246712
25,2500.660011571017
26,3749.3564462629147
27,-2894.459887231351
28,-5184.918838144629
29,245.47821128449868
30,-3699.1314950279193
31,594.3937030602247
32,1440.00472619629
33,9151.000551801524
34,-1540.8183172899298
35,-496.0101263686083
36,7306.454287175555
37,-33699.36938954226
38,-15018.438247044454
39,8642.508723661187
40,16433.82756729913
41,13216.697634176817
42,-15.341497797053307
43,-5898.919661653694
44,1167.742574282107
45,1994.9473278672667
46,14633.177066226257
47,5802.534231934464
48,5994.201103166444
49,159.51425292203203
50,5253.717650394421
51,239.16587212868035
52,3780.3389935649466
53,3095.399633478839
54,309.76851170428563
55,-6647.9688803823665
56,2162.4295571049443
57,-1050.5759405038552
58,1992.1923070375342
59,-3775.4357874142006
60,-4822.031355399056
61,2700.3730309030507
