,0
0,1600.7155427166726
1,6758.033798430581
2,2034.4493264905177
3,4058.2445750944316
4,1027.4562374975067
5,8055.758333900012
6,5607.612050845753
7,-4776.892415990122
8,3142.658884400502
9,-1447.9742570747621
10,1530.062914366601
11,-10163.874345811317
12,10400.539382747374
13,-5002.477618236793
14,-634.0834914408624
15,10353.346167049836
16,-2142.964733234141
17,57.10169091867283
18,-1220.6698231156915
19,19996.414702782175
20,-10074.65213752794
21,16012.61919509829
22,-9021.241247835802
23,-10117.391918114852
24,-634.8946654743049
25,4881.462337913923
26,-312.70776030328125
27,12828.191739656497
28,6015.607409275603
29,5469.29160237941
30,1109.3791235708632
31,-8759.451057312312
32,14973.791973983869
33,6411.212529492797
34,-7669.5510968931485
35,-1779.6063896596897
36,4776.8550614051055
37,-5853.419557769783
38,-2.1617734199389815
39,970.6157921075355
40,2567.4471638551913
41,-6402.660589231178
42,13333.803324205102
43,5447.85245034215
44,-9084.715769405942
45,15994.0126235364
46,3728.015467772726
47,-635.720632661134
48,2381.4700249889866
49,8567.417033378035
50,6977.110862206668
51,-3420.736802596366
52,8274.433865386061
53,1996.1138675441034
54,7643.9507914418355
55,6355.453766775085
56,-7014.081522245193
57,5326.158416966675
58,5146.957611127989
59,13441.719266504748
60,-6998.658303789562
61,-22734.46988253016
