,0
0,-695.781591758132
1,-210.70797580992803
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,658.0018473204691
32,-187.56870878790505
33,0.0
34,-293.43415871006437
35,-2476.860842904076
36,-2502.287254007766
37,977.4027021196671
38,1919.0009199585766
39,7652.951857044594
40,7908.013640749967
41,12673.399742763257
42,-3961.7665542396717
43,-1148.3695083630737
44,-1665.7564428672194
45,5744.161944394
46,2362.5667341111694
47,8370.583205438685
48,4485.81850406318
49,-5307.046322038863
50,-7895.523715190124
51,3456.6668135980144
52,-11854.15177146392
53,1503.3093973840587
54,9095.5659277183
55,-1287.2817193684168
56,0.0
57,809.0071358727291
58,-197.96733840205707
59,-767.4537492331583
60,-179.463911912404
61,-856.9763338027988
