,0
0,-499.60738928662613
1,-170.72291782335378
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,2175.081203115289
8,-36.24428286589682
9,5421.385932929232
10,-445.26899937633425
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,-1247.0705763467122
29,1075.745606889017
30,624.9729218179127
31,-7688.022492013988
32,1077.193924479885
33,-1809.1268771360628
34,-19143.155563308042
35,-16894.289811205468
36,28986.273082082276
37,-14146.995515580638
38,-523.8004841895308
39,10588.050527493935
40,-25543.32648035232
41,13739.227633166593
42,15330.178065617336
43,6604.65509721823
44,-21319.47300572507
45,4179.410500355065
46,16027.266020358424
47,-5299.471725070151
48,10866.959749896196
49,-3081.163066775189
50,9326.520718673011
51,10055.839416954317
52,-8009.95727987506
53,642.8188642419409
54,-1010.8300239942037
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
