,0
0,1251700.3682099925
1,1253119.671537987
2,1252948.5220229009
3,1252948.5220229009
4,1252948.5220229009
5,1252948.5220229009
6,1252948.5220229009
7,1252948.5220229009
8,1252948.5220229009
9,1252948.5220229009
10,1252948.5220229009
11,1252948.5220229009
12,1252948.5220229009
13,1252948.5220229009
14,1249051.043134193
15,1243192.8574622315
16,1243002.1910267123
17,1243002.1910267123
18,1241634.3241033233
19,1241527.3298662594
20,1241527.3298662594
21,1245131.5332574083
22,1245039.3205187698
23,1245039.3205187698
24,1245039.3205187698
25,1245039.3205187698
26,1245039.3205187698
27,1245039.3205187698
28,1245039.3205187698
29,1245039.3205187698
30,1245039.3205187698
31,1245039.3205187698
32,1245039.3205187698
33,1245039.3205187698
34,1245039.3205187698
35,1245039.3205187698
36,1245039.3205187698
37,1245039.3205187698
38,1245039.3205187698
39,1245039.3205187698
40,1245039.3205187698
41,1245039.3205187698
42,1245039.3205187698
43,1245039.3205187698
44,1245039.3205187698
45,1245039.3205187698
46,1245039.3205187698
47,1245039.3205187698
48,1245039.3205187698
49,1245039.3205187698
50,1245039.3205187698
51,1245039.3205187698
52,1245039.3205187698
53,1245039.3205187698
54,1245039.3205187698
55,1245039.3205187698
56,1245039.3205187698
57,1245039.3205187698
58,1245039.3205187698
59,1245039.3205187698
60,1245039.3205187698
61,1245039.3205187698
62,1245039.3205187698
