,0
0,713.1362813441083
1,-6589.413814122556
2,1301.7266729839612
3,-3515.4252180247568
4,1836.619650681736
5,-1165.9123243032955
6,4590.668678469723
7,5993.71078722016
8,9429.721958905458
9,3103.4871839864645
10,8052.23547377903
11,1261.3036143356003
12,-10738.887520723743
13,8132.416734982748
14,3165.753462293651
15,789.8500643437728
16,2710.1317367546726
17,8620.93581854878
18,-821.7702386418823
19,16554.361961323302
20,-9938.266534911469
21,2041.2498081570957
22,-693.5944097279571
23,-138.7978497762233
24,-4172.839322591899
25,-3466.6922786389478
26,4812.6301425811835
27,2548.165656970581
28,-4877.2653234815225
29,10105.870888864389
30,-3180.105059772497
31,-1237.8906594133005
32,665.0969179531094
33,-11808.762433927273
34,-458.6010710664559
35,-3132.3530250296462
36,-4539.5749555595685
37,515.0064061572775
38,7641.360742085613
39,-3792.9550398681313
40,4334.0881149554625
41,-6279.47372020199
42,1280.8498072472867
43,6294.991618928965
44,-1792.92495912523
45,3168.5019111945294
46,2487.1553241545334
47,-333.53071923879907
48,987.6487235040404
49,-8019.986090714578
50,-6615.780463707168
51,14160.647799345665
52,2441.4475352657028
53,-524.3209610562772
54,9660.080706305569
55,831.0933313970454
56,11379.874347927049
57,20183.139488309855
58,-1852.7240136156324
59,-2379.0323310575914
60,2659.203974762466
61,-5059.3487279752735
