Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,104.83999633789062,105.87000274658203,104.76000213623047,105.66000366210938,81.34660339355469,8977300
2010-01-05,105.61000061035156,105.66999816894531,104.97000122070312,105.48999786376953,81.2156753540039,6549200
2010-01-06,105.5,105.8499984741211,105.36000061035156,105.55999755859375,81.26956176757812,6797200
2010-01-07,105.37999725341797,106.0199966430664,104.94999694824219,105.94000244140625,81.5621337890625,6312000
2010-01-08,105.66999816894531,106.11000061035156,105.44000244140625,106.11000061035156,81.6929931640625,4912000
2010-01-11,106.4000015258789,106.66000366210938,105.81999969482422,106.54000091552734,82.02408599853516,6858300
2010-01-12,105.8499984741211,106.41999816894531,105.58000183105469,106.13999938964844,81.71610260009766,8869900
2010-01-13,106.33000183105469,106.98999786376953,106.04000091552734,106.75,82.18573760986328,8619100
2010-01-14,106.63999938964844,107.1500015258789,106.58000183105469,107.02999877929688,82.40132904052734,7039900
2010-01-15,106.94000244140625,106.9800033569336,105.54000091552734,106.01000213623047,81.6160659790039,14027400
2010-01-19,105.9000015258789,107.2300033569336,105.86000061035156,107.16999816894531,82.50910186767578,10877400
2010-01-20,106.5,106.54000091552734,105.12999725341797,106.0199966430664,81.62374877929688,11896600
2010-01-21,105.97000122070312,106.11000061035156,103.70999908447266,103.70999908447266,79.84526824951172,22253800
2010-01-22,103.37999725341797,103.86000061035156,101.55000305175781,101.62999725341797,78.24393463134766,24606900
2010-01-25,102.38999938964844,102.5199966430664,101.66999816894531,101.91000366210938,78.45951080322266,18236800
2010-01-26,101.66000366210938,103.05999755859375,101.4800033569336,101.87999725341797,78.43639373779297,18352400
2010-01-27,101.66999816894531,102.51000213623047,100.98999786376953,102.30000305175781,78.7597427368164,16203100
2010-01-28,102.58999633789062,102.62000274658203,100.51000213623047,101.19999694824219,77.91289520263672,13409200
2010-01-29,101.55999755859375,102.36000061035156,100.41000366210938,100.55000305175781,77.41243743896484,14556900
2010-02-01,101.20999908447266,102.3499984741211,101.06999969482422,101.83999633789062,78.40559387207031,9985500
2010-02-02,101.94999694824219,103.0999984741211,101.68000030517578,102.87999725341797,79.20626831054688,8891300
2010-02-03,102.62000274658203,103.05999755859375,102.33999633789062,102.62999725341797,79.01382446289062,6561600
2010-02-04,101.94999694824219,102.06999969482422,100.01000213623047,100.04000091552734,77.01980590820312,16419300
2010-02-05,100.1500015258789,100.33999633789062,98.36000061035156,100.16000366210938,77.11219024658203,28939700
2010-02-08,100.0,100.37999725341797,99.12000274658203,99.22000122070312,76.38850402832031,10929500
2010-02-09,100.16000366210938,101.48999786376953,99.83999633789062,100.6500015258789,77.48942565917969,19228000
2010-02-10,100.55000305175781,100.97000122070312,99.75,100.5199966430664,77.38935089111328,11212100
2010-02-11,100.41999816894531,101.75,99.87000274658203,101.58000183105469,78.20540618896484,9934200
2010-02-12,100.52999877929688,101.37000274658203,99.98999786376953,101.2699966430664,77.96676635742188,13643000
2010-02-16,102.01000213623047,102.97000122070312,101.58999633789062,102.80999755859375,79.15238189697266,8958800
2010-02-17,103.16000366210938,103.44000244140625,102.94999694824219,103.37999725341797,79.59122467041016,8784900
2010-02-18,103.16999816894531,104.30000305175781,103.16000366210938,104.16999816894531,80.19942474365234,8677700
2010-02-19,103.69999694824219,104.38999938964844,103.41999816894531,103.98999786376953,80.26505279541016,9324500
2010-02-22,104.37999725341797,104.37999725341797,103.70999908447266,103.83999633789062,80.14929962158203,5285200
2010-02-23,103.61000061035156,104.13999938964844,102.69000244140625,102.87000274658203,79.40059661865234,10810200
2010-02-24,103.18000030517578,103.94999694824219,102.98999786376953,103.69999694824219,80.04124450683594,9658700
2010-02-25,102.25,103.33999633789062,101.91999816894531,103.30000305175781,79.73249053955078,10052900
2010-02-26,103.3499984741211,103.61000061035156,102.77999877929688,103.30000305175781,79.73249053955078,6961100
2010-03-01,103.66999816894531,104.19999694824219,103.58000183105469,104.0199966430664,80.28819274902344,5818700
2010-03-02,104.43000030517578,104.63999938964844,103.94999694824219,104.01000213623047,80.28047180175781,5673300
2010-03-03,104.3499984741211,104.7699966430664,103.83000183105469,104.08999633789062,80.34223175048828,5891900
2010-03-04,104.23999786376953,104.56999969482422,103.95999908447266,104.5,80.65870666503906,6168300
2010-03-05,104.98999786376953,105.7699966430664,104.87000274658203,105.76000213623047,81.63121032714844,6753500
2010-03-08,105.72000122070312,105.95999908447266,105.5,105.58999633789062,81.49999237060547,5728100
2010-03-09,105.44000244140625,106.2300033569336,105.41000366210938,105.70999908447266,81.5926513671875,8672300
2010-03-10,105.81999969482422,106.13999938964844,105.37999725341797,105.7699966430664,81.63896942138672,7325500
2010-03-11,105.63999938964844,106.29000091552734,105.23999786376953,106.27999877929688,82.03266143798828,7739600
2010-03-12,106.63999938964844,106.68000030517578,106.12999725341797,106.41999816894531,82.14070129394531,10139600
2010-03-15,106.30000305175781,106.62999725341797,105.87000274658203,106.56999969482422,82.25640106201172,6760400
2010-03-16,106.77999877929688,107.12000274658203,106.41000366210938,107.06999969482422,82.64244842529297,6848800
2010-03-17,107.30999755859375,107.87000274658203,107.2300033569336,107.5199966430664,82.98971557617188,6989400
2010-03-18,107.52999877929688,108.02999877929688,107.45999908447266,107.94999694824219,83.32159423828125,7495600
2010-03-19,107.33999633789062,108.16999816894531,106.91999816894531,107.33999633789062,83.00994873046875,12068000
2010-03-22,106.94999694824219,108.06999969482422,106.91999816894531,107.79000091552734,83.35794830322266,8835200
2010-03-23,108.02999877929688,108.91999816894531,107.83000183105469,108.87000274658203,84.1931381225586,9105900
